chengyu	pingyin	jieshi	chuchu	lizi
时来运转	shí lái yùn zhuǎn	旧指时机来了，命运也有了转机。指境况好转。	《白雪遗音·马头调·麻衣神相》奴怎比韩氏素梅，生在烟花，时来运转，贵人提拔，才把君恩拜。	然后渐渐～，建功立业，加官进爵。★清·褚人获《隋唐演义》第八十三回
时来运来	shí lái yùn lái	本来处境不利，遇到机会，命运开始好转。同时来运转”。	清·姬文《市声》第十七回阿大利时来运来，首先挑着粪担，到租界出粪。	无
时来运旋	shí lái yùn xuán	本来处境不利，遇到机会，命运开始好转。同时来运转”。	明·王玉峰《焚香记·相决》问何年是你的运来时旋？	无
时望所归	shí wàng suǒ guī	声望很高，为世人所敬仰。	《晋书·阮籍传》卿时望所归，今欲屈卿同受顾托。	无
时易世变	shí yì shì biàn	时代变迁，世事也不一样。	晋·鲁褒《钱神论》当今之急，何用清谈？时易世变，古今异俗。	无
时日曷丧	shí rì hé sàng	表示誓不与其共存。形容痛恨到极点。	语出《书·汤誓》有众率怠，弗协，曰‘时日曷丧，予及汝皆亡！’”孔传众下相率为怠情，不与上和合，比桀于日，曰‘是日何时丧，我与汝俱亡！’欲杀身以丧桀。	城市村落，搜括无遗。遂使江东父老有～之悲。武官爱钱之祸，一至于此！★清·张岱《石匮书后集·流寇死战诸臣列传·总论》
时无再来	shí wú zài lái	时机错过，不会再来。激励人要抓紧时机。	宋·邵雍《不再吟》春无再至，花无再开；人无再少，时无再来。	无
时异势殊	shí yì shì shū	指时代、情势等都已起了变化。	无	无
时异事殊	shí yì shì shū	殊不同；差异。时间不同，事情也和以前不一样。意思是事物随着时间改变而发生变化。亦作时异势殊”。	无	无
时和年丰	shí hé nián fēng	和和平；年年成；丰盛，多。风调雨顺，五谷丰登。	《诗经·小雅·华疏》万物盛多，人民忠孝，则致时和年丰，故次华黍，岁丰宜黍稷也。	无
时和岁稔	shí hé suì rěn	四时和顺，五谷丰收。用以称颂太平盛世。同时和年丰”。	《南齐书·王敬则传》救民拯弊，莫过减赋。时和岁稔，尚尔虚乏，傥值水旱，宁可熟念？	上乐～，万物得其宜；下乐名遂官闲，一身得其所。★唐·白居易《泛渭赋》序
时和岁丰	shí hé suì fēng	四时和顺，五谷丰收。用以称颂太平盛世。同时和年丰”。	宋·苏轼《论赏罚及修河事》太宗皇帝每见时和岁丰，雨雪应时，辄喜不自胜，举酒以属群臣。	无
时势造英雄	shí shì zào yīng xióng	时势一段时期内的客观形势。特定的历史条件，如社会动荡，使人的聪明才智显露出来，并相互作用，使之成为英雄人物。	冰心《去国》以我这样的少年，回到少年时代大有作为的中国，正合了‘英雄造时势，时势造英雄’那两句话。	他的成功，只能说是时势造英雄的结果。
时亨运泰	shí hēng yùn tai	旧时指命运亨通。	无	无
时乖运蹇	shí guāi yùn jiǎn	时时运，时机；乖不顺利；蹇一足偏废，引伸为不顺利。时运不好，命运不佳。这是唯心主义宿命论的观点。	元·白朴《墙头马上》第二折早是抱闲怨，时乖运蹇。又添这害相思，月值年灾。	言之不尽，自从父亲亡故之后，～，一向流落江湖。★明·施耐庵《水浒全传》第五十六回
时乖运舛	shí guāi yùn chuǎn	舛违背，不相合。时运不顺，命运不佳。指处境不顺利。	清·李汝珍《镜花缘》第五十六回不意时乖运舛，登时也就遇害。	无
时乖运拙	shí guāi yùn zhuō	拙劣，不好。时运不顺，命运不佳。指处境不顺利。	元·无名氏《娶小乔》头折争奈我时乖运拙难前进，几时能够朝帝阙受君恩。	你～遭磨障，你处交友无终姓，断义疏亲绝故乡，将三教恶言谤，怎生得全家富贵，永远荣昌。★明·无名氏《贫富兴衰》第三折
时乖运乖	shí guāi yùn guāi	时运不顺，命运不佳。指处境不顺利。	明·范受益《寻亲记·告借》念奴家时乖运乖，告求人出于无奈。	无
时乖命蹇	shí guāi mìng jiǎn	时时运，时机；乖不顺利；蹇一足偏废，引伸为不顺利。时运不好，命运不佳。这是唯心主义宿命论的观点。	元·白朴《墙头马上》第二折早是抱闲怨，时乖运蹇。又添这害相思，月值年灾。	无
时不我待	shí bù wǒ dài	我待待我”的倒装，等待我。时间不会等待我们。指要抓紧时间。	《论语·阳货》日月逝矣，岁不我与。	这项任务十分紧迫，～。
时不我与	shí bù wǒ yǔ	我与与我”的倒装；与等待。时间不会等待我们的。嗟叹时机错过，追悔不及。	《论语·阳货》日月逝矣，岁不我与。	副总统执事～，岁且更新，烈士暮年，壮心不已，以此为公祝。★章炳麟《致黎元洪书》
时不可失	shí bù kě shī	时时机，机会；失错过。抓住时机，不可错过。	《战国策·秦策四》臣闻敌不可易，时不可失。	此天遣我以报复之机，～。★明·冯梦龙《东周列国志》第四十九回
时不再来	shí bù zài lái	时时机。时机错过就不会再来了。指行事不要放过时机。	《国语·越语下》得时无怠，时不再来，天予不取，反为之灾。	事机一失，～，惟望宸断。★清·陈忱《水浒后传》第七回
旱魃为虐	hàn bá wèi nüè	旱魃古代传说中能赞成旱灾的怪物；虐灾害。指旱灾。	《诗·大雅·云汉》旱魁为虐，如惔如焚。	而地震之后，雾气白浊，日月不光，～，大贼从横，流血丹野，庶品不安，谴诫累至，殆以奸臣权重之所致也。★《后汉书·皇甫规传》
旱苗得雨	hàn miáo dé yǔ	将要枯死的禾苗得到地场好雨。比喻在危难中得到援助。	《孟子·梁惠王上》七八月之间旱，则苗槁矣。天油然作云，沛然下雨，则苗然兴之矣。	天幸今得贤弟来此间镇守，正如锦上添花，～。”★明·施耐庵《水浒全传》第五十回
旰食宵衣	gàn shí xiāo yī	天色很晚才吃饭，天不亮就穿衣起来。形容勤于政事。	南朝·陈·徐陵《陈文帝哀策文》勤民听政，旰食宵衣。	奋乾纲～，持国柄敬天慰庙。★明·陈汝元《金莲记·射策》
旰食之劳	gàn shí zhī láo	天色已晚才吃饭。形容勤于政事。	《晋书·郭璞传》不然，恐将来必有愆阳苦雨之灾，崩震薄蚀之变，狂狡蠹戾之妖，以益陛下旰食之劳也。	恭惟皇帝陛下天仁博施，神智曲成，躬忘～，坐讲日新之政。★宋·王安石《乞皇帝御正殿复常膳表》
旭日初升	xù rì chū shēng	早晨的太阳刚刚从东方升起。比喻充满活力、生气勃勃的景象。	无	无
旭日东升	xù rì dōng shēng	旭日初升的太阳。早上太阳从东方升起。形容朝气蓬勃的气象。也比喻艰苦的岁月已过去，美好的日子刚刚来到。	《诗经·邶风·匏有苦叶》旭日始旦。	我描写了她们怎么在黑暗中挣扎和怎样看到了～，破涕为笑。（老舍《最值得歌颂的事》）
旬输月送	xún shū yuè sòng	形容赋敛繁苛。	无	无
早韭晚菘	zǎo jiǔ wǎn sōng	菘蔬菜名，品种较多。初春的韭菜和秋末的菘菜。泛指应时的蔬菜。	《南史·周飆传》文惠太子问飆菜食何味最胜，飆曰‘春初早韭，秋末晚菘。’	无
早知今日，悔不当初	zǎo zhī jīn rì，huǐ bù dāng chū	既然现在后悔，当初为什么要那样做？。	宋·释普济《五灯会元·天衣怀禅师法嗣·惠林宗本禅师》曰‘中下之流，如何领会？’师曰‘伏尸万里。’曰‘早知今日事，悔不慎当初。’	无
早朝晏罢	zǎo cháo yàn bà	很早上朝，很迟退朝。指勤于政事。	《吕氏春秋·禁塞》早朝晏罢，以告制兵者。	陛下～，以冀中兴日月之功。★宋·陈亮《上孝宗皇帝第一书》
早占勿药	zǎo zhān wù yào	不用服药而病愈。祝人早日病愈的话。	《易·无妄》无妄之疾，勿药有喜。	为了祈求皇帝～，她心甘情愿地拈香磕头，念念有词地祷祝了许久。★高阳《玉座珠帘》下册
早出暮归	zǎo chū mù guī	早晨出去，晚上归来。指整日在外。	清·蒲松龄《聊斋志异·促织》早出暮归，提竹筒铜丝笼，于败堵丛草处探石发穴，靡计不施，迄无济。	无
早出晚归	zǎo chū wǎn guī	早晨出动，晚上归来。	《战国策·齐策六》女朝出而晚来，则吾倚门而望。	他按照～捕鱼撒网那股悠闲的心情撑着船，编算着使自己高兴也使别人高兴的事情。★孙犁《芦花荡》
旧雨重逢	jiù yǔ chóng féng	旧雨老朋友的代称。指老朋友又相遇了。	清·尹会一《健余尺牍·三·与王罕皆太史》比想旧雨重逢，促膝谈心，亦大兄闲居之一快也。	无
旧雨新知	jiù yǔ xīn zhī	旧相识和新朋友。	无	在这次国际会议上，～济济一堂，热闹非凡。
旧雨今雨	jiù yǔ jīn yǔ	原意是，旧时，每逢下雨宾客也来，而现在一遇雨就不来了◇以旧雨新雨”代指老友新交。	唐·杜甫《秋述》秋，杜子卧病长安旅次，多雨生鱼，青苔及榻。常时车马之客，旧，雨来；今，雨不来。	无
旧调重弹	jiù diào chóng tán	老调子重弹。比喻把老的一套又重新搬出来。	朱自清《回来杂记》北平早就被称为‘大学城’和‘文化城’，这原是旧调重弹，不过似乎弹得更响了。	无
旧话重提	jiù huà chóng tí	过去说过的，现在又提起了。	柯岩《寻找回来的世界》迟威他们不再决定调吴家驹时就抛这个材料，现在都旧话重提，原因何在呢？	我不想～。
旧病难医	jiù bìng nán yī	老毛病难于医治。比喻过去的缺点错误难以改正。	明·无名氏《三化邯郸》第三折则待作抱官囚，觅不着逃生计，急回头待悔来应迟，又不将心猿意马牢拴系，也不是你本性难移，旧病难医。	无
旧病复发	jiù bìng fù fā	原来的病又犯了。	明·罗贯中《三国演义》三十二回袁绍闻袁尚败回，又受了一惊，旧病复发，吐血数斗，昏倒在地。	无
旧瓶装新酒	jiù píng zhuāng xīn jiǔ	比喻用旧的形式表现新的内容。	《新约·马太福音》第九章。耶稣说没有人把新酒装在旧皮袋里；若是这样，皮袋就裂开，酒漏出来，连皮袋也坏了。唯独把新酒装在新皮袋里，两样就都保全了。	无
旧瓶新酒	jiù píng xīn jiǔ	比喻旧形式，新内容的意思。	无	用传统的艺术形式，表现新的内容不正是～吗？
旧燕归巢	jiù yàn guī cháo	从前的燕子又飞回老窝。比喻游子喜归故里。	无	无
旧愁新恨	jiù chóu xīn hèn	指久积心头和新近产生的愁怨。	南唐·冯延巳《采桑子·二》词旧愁新恨知多少，目断遥天。	无
旧恨新愁	jiù hèn xīn chóu	新的愁苦和以前未排解的苦闷。	宋·向滈《如梦令·道人书郡楼》词旧恨新愁无际，近水远山都是，西北有高楼，正好行藏独倚。	伤心处，提起～，多少泪滴。★明·范受益《寻亲记·诳妻》
旧恨新仇	jiù hèn xīn chóu	新仇加旧恨。形容仇恨深。	南唐·冯延巳《采桑子·二》词旧愁新恨知多少，目断遥天。	斜月残灯，半明不灭。～，连绵郁结。★元·王实甫《西厢记》第四本第四折
旧态复萌	jiù tài fù méng	旧态老脾气，老样子；复又；萌发生。指旧的习气或毛病等又出现了。	明·梅鼎祚《玉合记·嗣音》不欺师父，韩郎遣信到此，不觉故态复萌，情缘难断。	只是齐国远、李如珪两个粗人，～，以膂力方刚，把些人都挨倒，挤将进去，看圆情玩耍。（清·禇人获《隋唐演义》第十七回）
旧念复萌	jiù niàn fù máng	萌开始，发生。旧时的念头或想法又重新发生。多指重犯旧时的缺点或错误。	明·汪廷讷《狮吼记·摄对》此妇今虽放回，恐其旧念复萌，为害不小。	无
旧地重游	jiù dì chóng yóu	重新来到曾经居住过或游览过的地方。	无	他此番～，感慨万千。
旧仇宿怨	jiù chóu sù yuàn	结了很久的怨仇。	无	无
旧事重提	jiù shì zhòng tí	把已经搁置的事情重新提出。	无	过去的恩恩怨怨早已时过境迁，又何必～呢？
旦种暮成	dàn zhòng mù chéng	比喻收效极快。	汉·焦延寿《易林》卷九旦树椒豆，暮成藿羹。心之所愿，志快意惬。	无
旦暮入地	dàn mù rù dì	旦早晨。暮晚上。地地府。早晚就要进入地府。表示年龄已高，随时都可能死去。	无	无
旦旦而伐	dàn dàn ér fá	多比喻天天损害或斫丧。	《孟子·告子上》亦犹斧斤之于森也，旦旦而伐之，可以为美乎？	无
旦夕之间	dàn xī zhī jiān	旦早晨。夕晚上。早晚之间，形容在很短时间内。	汉·无名氏《焦仲卿妻》蒲苇一时纫，便作旦夕间。	无
旦夕之危	dàn xī zhī wěi	旦夕比喻短时间内。危危险。形容危险逼近。	《三国志·蜀志·孟光传》旦夕之危，倒悬之急。	无
